704,17.75,118
421,13.31,94
527,19.39,62
7,22.0,110
200,12.0,53
620,19.11,119
32,24.83,86
305,17.78,50
736,18.75,72
423,16.29,54
381,22.79,110
359,22.07,149
590,19.64,126
223,16.86,59
212,10.75,125
395,21.03,109
195,24.03,93
331,13.11,112
456,15.39,133
577,19.35,61
270,23.38,69
10,24.8,148
479,17.31,148
545,13.78,142
145,19.23,51
114,10.27,66
285,10.58,69
45,14.01,108
190,12.48,135
190,11.51,102
187,19.86,68
341,20.09,81
419,21.46,121
313,19.62,103
580,11.55,95
202,14.31,146
251,14.23,52
366,24.52,120
317,12.59,63
23,20.21,141
580,12.25,145
713,11.96,120
484,16.05,128
20,14.15,87
330,23.55,58
214,16.35,78
465,19.96,117
683,24.47,69
565,14.78,77
536,14.46,103
550,24.86,113
443,19.41,56
688,24.65,140
766,24.62,102
356,13.41,75
530,14.71,76
640,22.03,136
90,17.41,98
452,12.45,135
196,17.18,63
272,20.11,87
501,12.3,118
699,12.39,129
185,20.31,119
504,16.94,79
496,19.87,88
741,20.7,50
647,12.02,121
139,21.46,53
548,17.36,117
717,20.28,60
96,16.81,147
499,20.14,148
340,20.33,65
400,19.58,85
677,11.18,142
29,19.18,65
719,20.64,102
296,20.06,50
706,11.51,127
324,17.32,86
183,17.76,122
73,18.93,69
478,22.68,112
94,18.15,140
501,24.69,80
190,12.7,147
73,20.32,104
405,15.53,111
397,15.86,88
567,21.04,109
788,10.85,118
19,11.31,104
374,21.95,83
525,19.45,95
528,16.02,99
530,20.51,84
193,10.81,57
647,22.49,118
503,22.17,112
677,13.09,102
636,20.86,115
264,18.66,56
176,23.35,54
731,21.33,139
327,17.43,54
405,16.56,104
108,11.21,132
424,16.23,76
421,14.72,79
283,19.48,51
437,10.6,115
461,20.83,113
220,12.34,117
557,15.84,95
163,23.95,145
100,16.72,131
629,24.04,80
72,10.53,120
40,11.92,101
71,12.7,150
746,21.61,123
454,12.3,100
182,19.22,77
701,11.96,81
787,12.07,118
41,15.23,119
274,18.45,63
255,10.32,128
773,18.21,112
449,20.79,109
451,20.69,50
564,15.65,104
205,15.97,126
78,14.41,102
105,13.95,100
355,19.0,136
203,17.22,102
198,20.09,52
586,23.99,76
606,19.44,106
21,24.9,141
109,23.89,78
235,16.13,69
574,19.28,86
420,19.69,138
505,16.33,80
504,16.03,147
9,13.28,106
9,21.32,114
685,21.02,146
391,14.53,139
534,20.91,89
706,11.47,68
605,20.63,57
16,23.08,79
318,17.51,60
335,18.94,129
190,10.66,88
165,10.39,125
189,15.07,95
720,19.95,60
682,22.34,79
48,22.63,112
8,17.82,117
558,17.57,107
684,10.1,91
88,23.53,113
448,11.73,79
430,10.73,149
783,17.4,90
483,22.98,66
440,20.37,86
500,17.01,118
4,13.71,58
799,19.58,51
418,12.49,132
197,19.68,129
678,24.49,116
407,19.53,107
150,17.07,55
58,17.1,71
110,23.93,55
435,21.68,131
401,13.02,82
26,23.51,118
144,16.58,129
530,17.49,119
379,24.01,54
717,23.06,121
728,10.77,149
536,20.52,87
345,24.66,74
717,13.85,50
558,16.33,130
723,20.94,78
659,22.72,138
34,10.5,78
202,13.68,91
18,15.36,87
449,16.07,64
491,17.93,112
532,23.99,135
654,16.25,52
411,16.46,133
554,15.64,53
285,10.57,83
402,19.53,128
552,23.46,54
314,17.61,125
541,24.96,142
736,16.93,150
148,13.18,132
627,14.42,126
397,19.11,96
495,11.38,60
103,22.59,110
224,18.03,130
410,12.24,134
647,10.68,143
733,15.8,112
508,11.6,94
476,21.52,95
410,18.55,141
134,16.09,114
692,18.85,131
14,21.41,108
784,16.57,150
361,13.97,61
645,10.81,136
298,14.33,54
712,14.53,132
151,12.78,52
364,16.66,94
562,17.98,115
176,12.59,131
369,15.05,98
268,16.47,52
358,14.53,88
473,17.04,122
385,21.9,139
536,20.15,68
333,16.36,59
387,14.33,71
446,15.57,144
138,13.38,77
285,23.67,66
235,14.22,60
389,19.24,98
285,18.91,135
546,18.87,74
653,22.36,79
335,13.63,110
617,23.49,73
624,12.76,149
129,11.74,86
532,14.28,89
474,23.85,96
645,12.77,65
114,24.53,110
240,16.86,75
151,24.56,110
782,11.34,142
137,14.54,134
190,13.34,97
596,21.24,63
730,18.49,75
142,11.59,115
481,12.48,126
398,24.96,121
156,17.2,123
420,11.34,53
233,19.06,149
268,10.45,59
573,12.34,81
671,13.54,138
26,12.0,131
253,12.36,63
339,24.44,63
715,17.09,69
550,24.5,63
411,21.54,130
687,20.22,62
222,13.86,139
594,15.43,80
392,24.78,126
586,11.19,93
198,19.58,147
262,13.02,123
437,23.66,92
191,16.88,138
504,20.86,142
327,19.16,97
757,21.32,121
656,16.54,147
595,13.11,110
445,18.17,85
225,14.58,105
45,16.52,67
548,10.5,131
126,10.02,139
490,10.99,101
775,15.94,121
733,10.36,144
213,13.28,86
177,10.1,128
776,19.08,99
640,21.19,76
585,23.67,150
352,23.11,121
456,14.51,69
217,21.64,104
96,15.66,55
569,15.84,50
684,17.77,59
598,12.15,63
557,22.17,149
392,11.52,72
255,24.51,137
43,12.27,74
383,17.76,102
144,21.26,100
265,13.09,118
449,24.86,136
640,22.71,132
77,21.18,119
579,10.75,86
636,20.81,99
593,11.92,104
293,12.67,105
147,19.71,120
699,20.47,74
687,11.84,112
385,12.8,142
390,22.13,56
20,10.86,82
202,23.99,60
516,18.25,51
11,22.95,139
139,12.74,115
178,24.04,150
229,13.64,89
642,10.65,124
776,18.59,95
709,17.96,120
547,23.48,131
512,24.63,139
593,24.9,114
694,20.26,112
652,10.36,77
73,21.91,62
292,15.87,133
766,10.63,120
486,17.77,70
426,13.02,74
138,15.66,78
517,14.69,66
637,23.24,117
204,18.42,109
456,21.34,72
504,23.68,58
187,17.76,145
593,21.48,74
5,15.38,95
593,15.25,92
170,13.0,141
232,14.8,135
50,20.05,72
732,21.55,129
349,19.45,99
35,23.47,73
32,23.93,136
12,10.53,50
789,21.83,141
512,15.55,147
758,12.02,91
745,24.48,54
490,24.77,124
385,20.61,109
723,19.69,79
255,21.63,142
520,17.51,98
590,24.65,107
255,22.48,92
598,17.23,60
575,21.21,148
615,11.59,85
236,11.35,123
678,23.97,134
115,15.91,82
657,12.22,89
525,15.78,55
331,22.81,80
439,16.87,70
172,18.49,136
416,12.44,136
785,16.16,118
439,15.77,130
552,14.88,59
365,10.05,107
425,24.78,141
369,15.37,51
347,21.22,65
730,19.28,136
594,13.03,97
637,15.52,73
610,12.27,146
95,23.68,64
484,19.33,142
666,17.73,65
392,12.16,65
135,17.62,115
408,22.62,110
456,24.92,118
787,11.06,97
166,16.23,51
48,12.39,96
643,13.73,122
494,10.59,111
632,17.21,122
181,19.46,70
376,13.5,60
666,12.01,106
175,17.32,51
56,13.24,136
775,10.75,116
274,18.89,59
300,23.97,145
511,23.14,147
759,12.77,109
102,16.97,146
484,14.29,141
591,19.81,80
746,23.36,108
67,18.8,140
4,10.55,85
93,13.95,55
153,23.39,94
183,15.12,73
57,16.75,131
204,13.92,90
493,14.13,129
26,13.06,77
78,11.69,99
444,16.34,73
543,22.68,126
573,18.89,103
339,16.91,60
82,22.59,79
471,20.93,99
349,12.35,100
62,16.21,81
28,20.23,109
558,23.25,55
99,21.37,144
717,19.9,134
702,20.1,112
681,15.73,92
361,21.09,67
493,20.22,78
592,12.78,150
762,13.31,74
410,20.91,83
70,20.05,106
724,20.42,110
686,12.83,121
454,15.13,71
244,14.48,128
391,20.68,80
514,24.25,67
450,22.21,106
22,23.55,130
109,12.44,126
696,19.39,123
281,20.98,69
101,23.75,123
17,16.29,108
133,12.56,71
99,22.59,55
135,22.94,133
475,18.7,139
559,18.17,145
341,15.76,134
86,10.95,120
284,18.71,83
140,20.44,51
721,18.7,138
799,23.1,87
638,19.17,96
533,22.31,79
646,14.45,123
460,12.76,94
136,22.53,142
575,19.21,78
223,10.39,116
213,10.32,86
729,11.32,76
595,23.94,139
494,20.41,149
500,18.38,112
462,15.71,82
782,13.46,81
358,24.28,133
498,16.72,98
636,24.28,76
737,13.29,125
55,16.41,75
272,22.84,97
25,23.96,70
232,18.83,92
448,21.05,98
622,14.47,119
54,11.52,127
744,23.22,113
764,21.07,96
734,16.11,113
398,17.16,88
760,20.63,131
147,20.61,87
553,10.43,143
469,13.05,75
381,12.8,70
422,13.54,105
779,24.27,60
173,18.96,88
466,15.4,65
663,17.02,82
638,18.14,112
692,15.79,60
384,13.74,130
55,17.68,94
641,24.59,116
719,12.26,142
503,10.19,55
547,15.35,122
622,23.49,113
147,21.55,139
177,16.99,51
469,23.84,131
263,15.61,76
665,21.38,56
240,18.8,65
378,20.99,55
580,18.21,142
609,23.44,55
589,11.63,61
168,11.41,113
789,20.82,138
56,15.89,120
712,16.57,126
118,16.53,93
70,22.52,127
165,17.82,125
5,21.92,121
151,22.51,117
134,15.07,84
611,13.36,130
645,21.43,79
273,14.09,85
612,16.24,73
287,13.58,58
760,21.14,71
420,13.5,55
712,19.71,58
497,15.7,144
318,22.65,64
789,10.67,95
535,18.88,62
253,23.25,58
517,21.59,77
265,11.86,82
138,17.67,85
543,21.18,78
